obj_id,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,relationships,attribute_object,attribute_event
item_131_1,Select,2026-01-01 09:53:18,2026-01-01 09:53:18,2026-01-01 09:54:18,Role 1 item,Sue,173,173,183,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_131'},{'Price': 123},{}
item_131_0,Pick Item,2026-01-01 09:54:18,2026-01-01 09:54:18,2026-01-01 09:57:50,Role 2 item,Bob,183,183,201,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_131'},{'Price': 229},{}
item_131_1,Pick Item,2026-01-01 09:54:18,2026-01-01 09:54:18,2026-01-01 09:58:13,Role 2 item,Alice,183,183,204,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_131'},{'Price': 123},{}
order_26,Place Order,2026-01-01 09:11:17,2026-01-01 09:11:27,2026-01-01 10:03:14,Role 1 order,Francy,7,7,209,4,"[0.67, 1.0, 0.0, 0.0, 0.0]",1.0,0,['Place Order'],"{'item_26_0', 'item_26_1'}",{},{}
item_26_0,Select,2026-01-01 10:03:14,2026-01-01 10:03:14,2026-01-01 10:04:14,Role 1 item,Max,211,211,211,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_26'},{'Price': 624},{}
item_26_1,Select,2026-01-01 10:03:14,2026-01-01 10:03:14,2026-01-01 10:04:14,Role 1 item,Sara,211,211,211,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_26'},{'Price': 621},{}
item_26_0,Pick Item,2026-01-01 10:04:14,2026-01-01 10:04:14,2026-01-01 10:08:50,Role 2 item,Denise,211,211,211,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_26'},{'Price': 624},{}
item_26_1,Pick Item,2026-01-01 10:04:14,2026-01-01 10:04:14,2026-01-01 10:09:25,Role 2 item,Sue,211,211,211,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_26'},{'Price': 621},{}
order_29,Place Order,2026-01-01 09:11:30,2026-01-01 09:38:21,2026-01-01 10:14:08,Role 1 order,Dylan,9,124,211,4,"[0.0, 1.0, 0.0, 0.0, 0.25]",1.0,0,['Place Order'],"{'item_29_1', 'item_29_0'}",{},{}
item_29_0,Select,2026-01-01 10:14:08,2026-01-01 10:14:08,2026-01-01 10:15:08,Role 1 item,Pete,213,213,213,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_29'},{'Price': 750},{}
item_29_1,Select,2026-01-01 10:14:08,2026-01-01 10:14:08,2026-01-01 10:15:08,Role 1 item,Sue,213,213,213,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_29'},{'Price': 251},{}
order_182,Place Order,2026-01-01 09:11:33,2026-01-01 09:39:03,2026-01-01 10:15:11,Role 1 order,Sue,10,128,213,4,"[0.0, 1.0, 0.0, 0.5, 0.25]",1.0,0,['Place Order'],"{'item_182_1', 'item_182_0'}",{},{}
item_182_0,Select,2026-01-01 10:15:11,2026-01-01 10:15:11,2026-01-01 10:16:11,Role 1 item,Max,215,215,215,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_182'},{'Price': 280},{}
item_182_1,Select,2026-01-01 10:15:11,2026-01-01 10:15:11,2026-01-01 10:16:11,Role 1 item,Sara,215,215,215,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_182'},{'Price': 154},{}
item_29_1,Pick Item,2026-01-01 10:15:08,2026-01-01 10:15:08,2026-01-01 10:18:34,Role 2 item,Alice,213,213,215,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_29'},{'Price': 251},{}
item_182_0,Pick Item,2026-01-01 10:16:11,2026-01-01 10:16:11,2026-01-01 10:18:47,Role 2 item,Denise,215,215,215,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_182'},{'Price': 280},{}
order_48,Place Order,2026-01-01 09:12:01,2026-01-01 09:53:18,2026-01-01 10:19:44,Role 1 order,Pete,11,173,215,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,3,['Place Order'],"{'item_48_0', 'item_48_1'}",{},{}
item_48_0,Select,2026-01-01 10:19:44,2026-01-01 10:19:44,2026-01-01 10:20:44,Role 1 item,Pete,217,217,217,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_48'},{'Price': 732},{}
item_48_1,Select,2026-01-01 10:19:44,2026-01-01 10:19:44,2026-01-01 10:20:44,Role 1 item,Sue,217,217,217,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_48'},{'Price': 940},{}
item_182_1,Pick Item,2026-01-01 10:16:11,2026-01-01 10:16:11,2026-01-01 10:21:57,Role 2 item,Sue,215,215,217,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_182'},{'Price': 154},{}
item_29_0,Pick Item,2026-01-01 10:15:08,2026-01-01 10:15:08,2026-01-01 10:23:22,Role 2 item,Bob,213,213,217,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_29'},{'Price': 750},{}
item_48_0,Pick Item,2026-01-01 10:20:44,2026-01-01 10:20:44,2026-01-01 10:24:30,Role 2 item,Alice,217,217,217,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_48'},{'Price': 732},{}
item_48_1,Pick Item,2026-01-01 10:20:44,2026-01-01 10:20:44,2026-01-01 10:26:58,Role 2 item,Denise,217,217,217,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_48'},{'Price': 940},{}
order_164,Place Order,2026-01-01 09:12:44,2026-01-01 10:14:08,2026-01-01 10:39:25,Role 1 order,Dylan,13,213,217,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,5,['Place Order'],"{'item_164_0', 'item_164_1'}",{},{}
item_164_0,Select,2026-01-01 10:39:25,2026-01-01 10:39:25,2026-01-01 10:40:25,Role 1 item,Max,219,219,219,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_164'},{'Price': 859},{}
item_164_1,Select,2026-01-01 10:39:25,2026-01-01 10:39:25,2026-01-01 10:40:25,Role 1 item,Sara,219,219,219,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_164'},{'Price': 372},{}
order_101,Place Order,2026-01-01 09:12:20,2026-01-01 10:03:14,2026-01-01 10:42:47,Role 1 order,Francy,12,211,219,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,4,['Place Order'],"{'item_101_1', 'item_101_0'}",{},{}
item_101_0,Select,2026-01-01 10:42:47,2026-01-01 10:42:47,2026-01-01 10:43:47,Role 1 item,Sue,221,221,221,2,"[0.0, 1.0, 0.0, 0.75, 0.25]",0.75,0,['Select'],{'order_101'},{'Price': 935},{}
item_101_1,Select,2026-01-01 10:42:47,2026-01-01 10:42:47,2026-01-01 10:43:47,Role 1 item,Max,221,221,221,2,"[0.0, 1.0, 0.0, 0.75, 0.25]",0.75,0,['Select'],{'order_101'},{'Price': 680},{}
item_164_0,Remove Item,2026-01-01 10:40:25,2026-01-01 10:40:25,2026-01-01 10:45:18,Role 1 item,Pete,219,219,221,1,"[0.0, 1.0, 0.0, 0.25, 0.25]",0.25,0,"['Select', 'Remove Item']",{'order_164'},{'Price': 859},{}
item_101_1,Pick Item,2026-01-01 10:43:47,2026-01-01 10:43:47,2026-01-01 10:48:51,Role 2 item,Alice,221,221,220,3,"[0.0, 1.0, 0.0, 0.25, 0.75]",0.75,0,"['Select', 'Pick Item']",{'order_101'},{'Price': 680},{}
item_164_1,Pick Item,2026-01-01 10:40:25,2026-01-01 10:40:25,2026-01-01 10:50:24,Role 2 item,Sue,219,219,220,1,"[0.0, 1.0, 0.0, 0.25, 0.25]",0.25,0,"['Select', 'Pick Item']",{'order_164'},{'Price': 372},{}
item_101_0,Pick Item,2026-01-01 10:43:47,2026-01-01 10:43:47,2026-01-01 10:50:55,Role 2 item,Bob,221,221,220,3,"[0.0, 1.0, 0.0, 0.25, 0.75]",0.75,0,"['Select', 'Pick Item']",{'order_101'},{'Price': 935},{}
order_21,Place Order,2026-01-01 09:12:52,2026-01-01 10:15:11,2026-01-01 11:01:47,Role 1 order,Sue,14,215,220,4,"[0.0, 1.0, 0.0, 0.0, 0.5]",1.0,5,['Place Order'],"{'item_21_1', 'item_21_0'}",{},{}
item_21_0,Select,2026-01-01 11:01:47,2026-01-01 11:01:47,2026-01-01 11:02:47,Role 1 item,Sara,222,222,222,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_21'},{'Price': 790},{}
item_21_1,Select,2026-01-01 11:01:47,2026-01-01 11:01:47,2026-01-01 11:02:47,Role 1 item,Sue,222,222,222,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_21'},{'Price': 718},{}
order_96,Place Order,2026-01-01 09:13:21,2026-01-01 10:19:44,2026-01-01 11:07:08,Role 1 order,Pete,15,217,222,4,"[0.0, 1.0, 0.0, 0.0, 0.5]",1.0,7,['Place Order'],"{'item_96_0', 'item_96_1'}",{},{}
item_21_1,Pick Item,2026-01-01 11:02:47,2026-01-01 11:02:47,2026-01-01 11:07:57,Role 2 item,Alice,222,222,224,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_21'},{'Price': 718},{}
item_21_0,Pick Item,2026-01-01 11:02:47,2026-01-01 11:02:47,2026-01-01 11:08:02,Role 2 item,Denise,222,222,224,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_21'},{'Price': 790},{}
item_96_0,Select,2026-01-01 11:07:08,2026-01-01 11:07:08,2026-01-01 11:08:08,Role 1 item,Max,224,224,224,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_96'},{'Price': 880},{}
item_96_1,Select,2026-01-01 11:07:08,2026-01-01 11:07:08,2026-01-01 11:08:08,Role 1 item,Pete,224,224,224,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_96'},{'Price': 681},{}
item_96_1,Pick Item,2026-01-01 11:08:08,2026-01-01 11:08:08,2026-01-01 11:10:58,Role 2 item,Bob,224,224,224,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_96'},{'Price': 681},{}
item_96_0,Pick Item,2026-01-01 11:08:08,2026-01-01 11:08:08,2026-01-01 11:13:19,Role 2 item,Sue,224,224,224,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_96'},{'Price': 880},{}
order_138,Place Order,2026-01-01 09:13:25,2026-01-01 10:39:25,2026-01-01 11:16:57,Role 1 order,Dylan,16,219,224,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,7,['Place Order'],"{'item_138_1', 'item_138_0'}",{},{}
item_138_0,Select,2026-01-01 11:16:57,2026-01-01 11:16:57,2026-01-01 11:17:57,Role 1 item,Sara,226,226,226,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_138'},{'Price': 130},{}
item_138_1,Select,2026-01-01 11:16:57,2026-01-01 11:16:57,2026-01-01 11:17:57,Role 1 item,Sue,226,226,226,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_138'},{'Price': 352},{}
item_138_1,Remove Item,2026-01-01 11:17:57,2026-01-01 11:17:57,2026-01-01 11:21:43,Role 1 item,Max,226,226,226,1,"[0.0, 1.0, 0.0, 0.25, 0.25]",0.25,0,"['Select', 'Remove Item']",{'order_138'},{'Price': 352},{}
item_138_0,Pick Item,2026-01-01 11:17:57,2026-01-01 11:17:57,2026-01-01 11:23:18,Role 2 item,Alice,226,226,225,1,"[0.0, 1.0, 0.0, 0.25, 0.25]",0.25,0,"['Select', 'Pick Item']",{'order_138'},{'Price': 130},{}
order_27,Place Order,2026-01-01 09:13:29,2026-01-01 10:42:47,2026-01-01 11:23:26,Role 1 order,Francy,17,221,225,4,"[0.0, 1.0, 0.0, 0.25, 0.25]",1.0,7,['Place Order'],"{'item_27_0', 'item_27_1'}",{},{}
item_27_0,Select,2026-01-01 11:23:26,2026-01-01 11:23:26,2026-01-01 11:24:26,Role 1 item,Pete,227,227,227,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_27'},{'Price': 119},{}
item_27_1,Select,2026-01-01 11:23:26,2026-01-01 11:23:26,2026-01-01 11:24:26,Role 1 item,Sara,227,227,227,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_27'},{'Price': 260},{}
item_27_0,Pick Item,2026-01-01 11:24:26,2026-01-01 11:24:26,2026-01-01 11:28:34,Role 2 item,Denise,227,227,227,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_27'},{'Price': 119},{}
item_27_1,Pick Item,2026-01-01 11:24:26,2026-01-01 11:24:26,2026-01-01 11:29:41,Role 2 item,Bob,227,227,227,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_27'},{'Price': 260},{}
order_1,Place Order,2026-01-01 09:13:45,2026-01-01 11:01:47,2026-01-01 11:40:11,Role 1 order,Sue,18,222,227,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,10,['Place Order'],"{'item_1_1', 'item_1_0'}",{},{}
item_1_0,Select,2026-01-01 11:40:11,2026-01-01 11:40:11,2026-01-01 11:41:11,Role 1 item,Sue,229,229,229,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_1'},{'Price': 440},{}
item_1_1,Select,2026-01-01 11:40:11,2026-01-01 11:40:11,2026-01-01 11:41:11,Role 1 item,Max,229,229,229,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_1'},{'Price': 117},{}
order_140,Place Order,2026-01-01 09:14:13,2026-01-01 11:07:08,2026-01-01 11:42:16,Role 1 order,Pete,19,224,229,4,"[0.0, 1.0, 0.0, 0.0, 0.5]",1.0,11,['Place Order'],"{'item_140_0', 'item_140_1'}",{},{}
item_140_0,Select,2026-01-01 11:42:16,2026-01-01 11:42:16,2026-01-01 11:43:16,Role 1 item,Pete,231,231,231,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_140'},{'Price': 766},{}
item_140_1,Select,2026-01-01 11:42:16,2026-01-01 11:42:16,2026-01-01 11:43:16,Role 1 item,Sara,231,231,231,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_140'},{'Price': 198},{}
item_1_1,Pick Item,2026-01-01 11:41:11,2026-01-01 11:41:11,2026-01-01 11:44:22,Role 2 item,Alice,229,229,231,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_1'},{'Price': 117},{}
item_1_0,Pick Item,2026-01-01 11:41:11,2026-01-01 11:41:11,2026-01-01 11:44:44,Role 2 item,Sue,229,229,231,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_1'},{'Price': 440},{}
item_140_0,Pick Item,2026-01-01 11:43:16,2026-01-01 11:43:16,2026-01-01 11:47:17,Role 2 item,Denise,231,231,231,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_140'},{'Price': 766},{}
order_147,Place Order,2026-01-01 09:14:13,2026-01-01 11:16:57,2026-01-01 11:47:38,Role 1 order,Dylan,20,226,231,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,11,['Place Order'],"{'item_147_0', 'item_147_1'}",{},{}
item_147_0,Select,2026-01-01 11:47:38,2026-01-01 11:47:38,2026-01-01 11:48:38,Role 1 item,Sue,233,233,233,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_147'},{'Price': 917},{}
item_147_1,Select,2026-01-01 11:47:38,2026-01-01 11:47:38,2026-01-01 11:48:38,Role 1 item,Max,233,233,233,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_147'},{'Price': 699},{}
item_140_1,Pick Item,2026-01-01 11:43:16,2026-01-01 11:43:16,2026-01-01 11:50:19,Role 2 item,Bob,231,231,233,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_140'},{'Price': 198},{}
item_147_1,Pick Item,2026-01-01 11:48:38,2026-01-01 11:48:38,2026-01-01 11:52:35,Role 2 item,Sue,233,233,233,3,"[0.0, 1.0, 0.0, 0.0, 0.75]",0.75,0,"['Select', 'Pick Item']",{'order_147'},{'Price': 699},{}
item_147_0,Pick Item,2026-01-01 11:48:38,2026-01-01 11:48:38,2026-01-01 11:55:59,Role 2 item,Alice,233,233,233,3,"[0.0, 1.0, 0.0, 0.0, 0.75]",0.75,0,"['Select', 'Pick Item']",{'order_147'},{'Price': 917},{}
order_170,Place Order,2026-01-01 09:14:17,2026-01-01 11:23:26,2026-01-01 12:04:13,Role 1 order,Francy,21,227,233,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,11,['Place Order'],"{'item_170_0', 'item_170_1'}",{},{}
item_170_0,Select,2026-01-01 12:04:13,2026-01-01 12:04:13,2026-01-01 12:05:13,Role 1 item,Pete,235,235,235,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_170'},{'Price': 947},{}
item_170_1,Select,2026-01-01 12:04:13,2026-01-01 12:04:13,2026-01-01 12:05:13,Role 1 item,Sara,235,235,235,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_170'},{'Price': 641},{}
order_5,Place Order,2026-01-01 09:14:43,2026-01-01 11:47:38,2026-01-01 12:07:23,Role 1 order,Dylan,24,233,235,4,"[0.0, 1.0, 0.0, 0.0, 0.25]",1.0,15,['Place Order'],"{'item_5_1', 'item_5_0'}",{},{}
item_5_0,Select,2026-01-01 12:07:23,2026-01-01 12:07:23,2026-01-01 12:08:23,Role 1 item,Sue,237,237,237,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_5'},{'Price': 283},{}
item_5_1,Select,2026-01-01 12:07:23,2026-01-01 12:07:23,2026-01-01 12:08:23,Role 1 item,Max,237,237,237,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_5'},{'Price': 876},{}
item_170_1,Pick Item,2026-01-01 12:05:13,2026-01-01 12:05:13,2026-01-01 12:09:53,Role 2 item,Bob,235,235,237,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_170'},{'Price': 641},{}
order_135,Place Order,2026-01-01 09:14:26,2026-01-01 11:40:11,2026-01-01 12:10:18,Role 1 order,Sue,22,229,237,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,13,['Place Order'],"{'item_135_1', 'item_135_0'}",{},{}
item_170_0,Pick Item,2026-01-01 12:05:13,2026-01-01 12:05:13,2026-01-01 12:10:48,Role 2 item,Denise,235,235,239,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_170'},{'Price': 947},{}
item_135_0,Select,2026-01-01 12:10:18,2026-01-01 12:10:18,2026-01-01 12:11:18,Role 1 item,Pete,239,239,239,2,"[0.0, 1.0, 0.0, 0.5, 0.75]",0.5,0,['Select'],{'order_135'},{'Price': 193},{}
item_135_1,Select,2026-01-01 12:10:18,2026-01-01 12:10:18,2026-01-01 12:11:18,Role 1 item,Sara,239,239,239,2,"[0.0, 1.0, 0.0, 0.5, 0.75]",0.5,0,['Select'],{'order_135'},{'Price': 575},{}
item_5_0,Pick Item,2026-01-01 12:08:23,2026-01-01 12:08:23,2026-01-01 12:11:41,Role 2 item,Sue,237,237,239,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_5'},{'Price': 283},{}
item_5_1,Pick Item,2026-01-01 12:08:23,2026-01-01 12:08:23,2026-01-01 12:14:37,Role 2 item,Alice,237,237,239,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_5'},{'Price': 876},{}
item_135_1,Pick Item,2026-01-01 12:11:18,2026-01-01 12:11:18,2026-01-01 12:14:38,Role 2 item,Denise,239,239,239,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_135'},{'Price': 575},{}
order_175,Place Order,2026-01-01 09:14:41,2026-01-01 11:42:16,2026-01-01 12:15:52,Role 1 order,Pete,23,231,239,4,"[0.0, 1.0, 0.0, 0.0, 0.5]",1.0,15,['Place Order'],"{'item_175_1', 'item_175_0'}",{},{}
item_135_0,Pick Item,2026-01-01 12:11:18,2026-01-01 12:11:18,2026-01-01 12:16:49,Role 2 item,Bob,239,239,241,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_135'},{'Price': 193},{}
item_175_0,Select,2026-01-01 12:15:52,2026-01-01 12:15:52,2026-01-01 12:16:52,Role 1 item,Sue,241,241,241,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_175'},{'Price': 312},{}
item_175_1,Select,2026-01-01 12:15:52,2026-01-01 12:15:52,2026-01-01 12:16:52,Role 1 item,Max,241,241,241,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_175'},{'Price': 916},{}
item_175_1,Pick Item,2026-01-01 12:16:52,2026-01-01 12:16:52,2026-01-01 12:18:41,Role 2 item,Alice,241,241,241,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_175'},{'Price': 916},{}
