obj_id,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,relationships,attribute_object,attribute_event
order_165,Place Order,2026-01-01 09:10:03,2026-01-01 09:10:13,2026-01-01 09:36:19,Role 1 order,Pete,4,5,119,1,"[0.67, 0.25, 0.0, 0.0, 0.0]",0.25,0,['Place Order'],"{'item_165_0', 'item_165_1'}",{},{}
truck_2,Prepare,2026-01-01 09:00:00,2026-01-01 09:00:00,2026-01-01 09:36:25,Role truck,E,3,3,122,3,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,0,['Prepare'],{},{},{}
item_165_0,Select,2026-01-01 09:36:19,2026-01-01 09:36:19,2026-01-01 09:37:19,Role 1 item,Sara,121,121,127,2,"[0.67, 1.0, 0.0, 0.75, 0.75]",0.75,0,['Select'],{'order_165'},{'Price': 810},{}
item_165_1,Select,2026-01-01 09:36:19,2026-01-01 09:36:19,2026-01-01 09:37:19,Role 1 item,Pete,121,121,127,2,"[0.67, 1.0, 0.0, 0.75, 0.75]",0.75,0,['Select'],{'order_165'},{'Price': 754},{}
truck_1,Prepare,2026-01-01 09:00:00,2026-01-01 09:00:00,2026-01-01 09:37:39,Role truck,D,3,3,128,3,"[1.0, 0.0, 0.0, 0.0, 0.0]",1.0,0,['Prepare'],{},{},{}
item_71_0,Remove Item,2026-01-01 09:36:08,2026-01-01 09:36:08,2026-01-01 09:40:45,Role 1 item,Max,118,118,139,1,"[0.67, 1.0, 0.0, 0.25, 0.75]",0.25,0,"['Select', 'Remove Item']",{'order_71'},{'Price': 479},{}
item_165_0,Pick Item,2026-01-01 09:37:19,2026-01-01 09:37:19,2026-01-01 09:41:11,Role 2 item,Alice,127,127,142,4,"[0.33, 1.0, 0.0, 0.25, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_165'},{'Price': 810},{}
item_158_0,Pick Item,2026-01-01 09:36:08,2026-01-01 09:36:08,2026-01-01 09:41:43,Role 2 item,Sue,118,118,143,3,"[0.67, 1.0, 0.0, 0.25, 0.75]",0.75,0,"['Select', 'Pick Item']",{'order_158'},{'Price': 120},{}
item_71_1,Pick Item,2026-01-01 09:36:08,2026-01-01 09:36:08,2026-01-01 09:41:54,Role 2 item,Denise,118,118,143,3,"[0.67, 1.0, 0.0, 0.25, 0.75]",0.75,0,"['Select', 'Pick Item']",{'order_71'},{'Price': 176},{}
item_158_1,Pick Item,2026-01-01 09:36:08,2026-01-01 09:36:08,2026-01-01 09:42:06,Role 2 item,Bob,118,118,145,3,"[0.67, 1.0, 0.0, 0.25, 0.75]",0.75,0,"['Select', 'Pick Item']",{'order_158'},{'Price': 813},{}
order_128,Place Order,2026-01-01 09:10:12,2026-01-01 09:10:22,2026-01-01 09:45:50,Role 1 order,Sue,5,5,157,2,"[0.67, 0.5, 0.0, 0.0, 0.0]",0.5,0,['Place Order'],"{'item_128_1', 'item_128_0'}",{},{}
item_128_0,Select,2026-01-01 09:45:50,2026-01-01 09:45:50,2026-01-01 09:46:50,Role 1 item,Sue,159,159,163,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_128'},{'Price': 413},{}
item_128_1,Select,2026-01-01 09:45:50,2026-01-01 09:45:50,2026-01-01 09:46:50,Role 1 item,Sara,159,159,163,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_128'},{'Price': 90},{}
item_165_1,Pick Item,2026-01-01 09:37:19,2026-01-01 09:41:11,2026-01-01 09:47:00,Role 2 item,Alice,127,142,163,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_165'},{'Price': 754},{}
order_80,Place Order,2026-01-01 09:10:37,2026-01-01 09:21:56,2026-01-01 09:48:17,Role 1 order,Francy,8,58,174,4,"[0.67, 1.0, 0.0, 0.0, 0.0]",1.0,0,['Place Order'],"{'item_80_0', 'item_80_1'}",{},{}
item_80_0,Select,2026-01-01 09:48:17,2026-01-01 09:48:17,2026-01-01 09:49:17,Role 1 item,Pete,176,176,178,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_80'},{'Price': 776},{}
item_80_1,Select,2026-01-01 09:48:17,2026-01-01 09:48:17,2026-01-01 09:49:17,Role 1 item,Max,176,176,178,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_80'},{'Price': 861},{}
item_128_0,Pick Item,2026-01-01 09:46:50,2026-01-01 09:46:50,2026-01-01 09:50:01,Role 2 item,Sue,163,163,180,3,"[0.0, 1.0, 0.0, 0.0, 0.75]",0.75,0,"['Select', 'Pick Item']",{'order_128'},{'Price': 413},{}
item_128_1,Pick Item,2026-01-01 09:46:50,2026-01-01 09:46:50,2026-01-01 09:52:56,Role 2 item,Denise,163,163,191,3,"[0.0, 1.0, 0.0, 0.0, 0.75]",0.75,0,"['Select', 'Pick Item']",{'order_128'},{'Price': 90},{}
item_80_0,Pick Item,2026-01-01 09:49:17,2026-01-01 09:49:17,2026-01-01 09:53:22,Role 2 item,Bob,178,178,192,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_80'},{'Price': 776},{}
item_80_1,Pick Item,2026-01-01 09:49:17,2026-01-01 09:49:17,2026-01-01 09:53:27,Role 2 item,Alice,178,178,192,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_80'},{'Price': 861},{}
order_169,Place Order,2026-01-01 09:11:12,2026-01-01 09:36:19,2026-01-01 09:59:16,Role 1 order,Pete,11,121,212,4,"[0.67, 1.0, 0.0, 0.25, 0.75]",1.0,2,['Place Order'],"{'item_169_0', 'item_169_1'}",{},{}
item_169_0,Select,2026-01-01 09:59:16,2026-01-01 09:59:16,2026-01-01 10:00:16,Role 1 item,Sue,214,214,216,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_169'},{'Price': 335},{}
item_169_1,Select,2026-01-01 09:59:16,2026-01-01 09:59:16,2026-01-01 10:00:16,Role 1 item,Sara,214,214,216,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_169'},{'Price': 778},{}
item_169_1,Pick Item,2026-01-01 10:00:16,2026-01-01 10:00:16,2026-01-01 10:06:17,Role 2 item,Denise,216,216,216,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_169'},{'Price': 778},{}
item_169_0,Pick Item,2026-01-01 10:00:16,2026-01-01 10:00:16,2026-01-01 10:08:18,Role 2 item,Sue,216,216,216,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_169'},{'Price': 335},{}
order_13,Place Order,2026-01-01 09:12:06,2026-01-01 09:48:17,2026-01-01 10:17:42,Role 1 order,Francy,13,176,216,4,"[0.0, 1.0, 0.0, 0.0, 0.5]",1.0,4,['Place Order'],"{'item_13_0', 'item_13_1'}",{},{}
item_13_0,Select,2026-01-01 10:17:42,2026-01-01 10:17:42,2026-01-01 10:18:42,Role 1 item,Pete,218,218,218,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_13'},{'Price': 931},{}
item_13_1,Select,2026-01-01 10:17:42,2026-01-01 10:17:42,2026-01-01 10:18:42,Role 1 item,Max,218,218,218,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_13'},{'Price': 582},{}
item_13_0,Pick Item,2026-01-01 10:18:42,2026-01-01 10:18:42,2026-01-01 10:19:37,Role 2 item,Bob,218,218,218,1,"[0.0, 1.0, 0.0, 0.25, 0.25]",0.25,0,"['Select', 'Pick Item']",{'order_13'},{'Price': 931},{}
order_2,Place Order,2026-01-01 09:12:01,2026-01-01 09:45:50,2026-01-01 10:22:00,Role 1 order,Sue,12,159,218,4,"[0.0, 1.0, 0.0, 0.0, 0.25]",1.0,4,['Place Order'],"{'item_2_1', 'item_2_0'}",{},{}
item_2_0,Select,2026-01-01 10:22:00,2026-01-01 10:22:00,2026-01-01 10:23:00,Role 1 item,Sara,220,220,220,2,"[0.0, 1.0, 0.0, 0.75, 0.0]",0.75,0,['Select'],{'order_2'},{'Price': 894},{}
item_2_1,Select,2026-01-01 10:22:00,2026-01-01 10:22:00,2026-01-01 10:23:00,Role 1 item,Pete,220,220,220,2,"[0.0, 1.0, 0.0, 0.75, 0.0]",0.75,0,['Select'],{'order_2'},{'Price': 119},{}
item_13_1,Remove Item,2026-01-01 10:18:42,2026-01-01 10:18:42,2026-01-01 10:23:36,Role 1 item,Sue,218,218,220,1,"[0.0, 1.0, 0.0, 0.25, 0.25]",0.25,0,"['Select', 'Remove Item']",{'order_13'},{'Price': 582},{}
item_2_0,Pick Item,2026-01-01 10:23:00,2026-01-01 10:23:00,2026-01-01 10:27:20,Role 2 item,Alice,220,220,219,2,"[0.0, 1.0, 0.0, 0.25, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_2'},{'Price': 894},{}
item_2_1,Pick Item,2026-01-01 10:23:00,2026-01-01 10:23:00,2026-01-01 10:29:59,Role 2 item,Denise,220,220,219,2,"[0.0, 1.0, 0.0, 0.25, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_2'},{'Price': 119},{}
order_112,Place Order,2026-01-01 09:11:09,2026-01-01 09:35:08,2026-01-01 10:33:33,Role 1 order,Dylan,10,116,219,4,"[0.67, 1.0, 0.0, 0.5, 0.0]",1.0,2,['Place Order'],"{'item_112_0', 'item_112_1'}",{},{}
item_112_0,Select,2026-01-01 10:33:33,2026-01-01 10:33:33,2026-01-01 10:34:33,Role 1 item,Max,221,221,221,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_112'},{'Price': 837},{}
item_112_1,Select,2026-01-01 10:33:33,2026-01-01 10:33:33,2026-01-01 10:34:33,Role 1 item,Sara,221,221,221,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_112'},{'Price': 623},{}
order_174,Place Order,2026-01-01 09:12:36,2026-01-01 09:59:16,2026-01-01 10:37:07,Role 1 order,Pete,14,214,221,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,6,['Place Order'],"{'item_174_0', 'item_174_1'}",{},{}
item_174_0,Select,2026-01-01 10:37:07,2026-01-01 10:37:07,2026-01-01 10:38:07,Role 1 item,Pete,223,223,223,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_174'},{'Price': 246},{}
item_174_1,Select,2026-01-01 10:37:07,2026-01-01 10:37:07,2026-01-01 10:38:07,Role 1 item,Sue,223,223,223,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_174'},{'Price': 446},{}
item_112_1,Pick Item,2026-01-01 10:34:33,2026-01-01 10:34:33,2026-01-01 10:38:30,Role 2 item,Bob,221,221,223,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_112'},{'Price': 623},{}
item_174_1,Pick Item,2026-01-01 10:38:07,2026-01-01 10:38:07,2026-01-01 10:39:28,Role 2 item,Denise,223,223,223,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_174'},{'Price': 446},{}
item_112_0,Pick Item,2026-01-01 10:34:33,2026-01-01 10:34:33,2026-01-01 10:39:28,Role 2 item,Sue,221,221,223,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_112'},{'Price': 837},{}
order_85,Place Order,2026-01-01 09:12:47,2026-01-01 10:17:42,2026-01-01 10:39:38,Role 1 order,Francy,15,218,223,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,7,['Place Order'],"{'item_85_1', 'item_85_0'}",{},{}
item_85_0,Select,2026-01-01 10:39:38,2026-01-01 10:39:38,2026-01-01 10:40:38,Role 1 item,Max,225,225,225,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_85'},{'Price': 849},{}
item_85_1,Select,2026-01-01 10:39:38,2026-01-01 10:39:38,2026-01-01 10:40:38,Role 1 item,Sara,225,225,225,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_85'},{'Price': 665},{}
item_174_0,Pick Item,2026-01-01 10:38:07,2026-01-01 10:38:07,2026-01-01 10:41:05,Role 2 item,Alice,223,223,225,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_174'},{'Price': 246},{}
order_32,Place Order,2026-01-01 09:13:35,2026-01-01 10:22:00,2026-01-01 10:42:44,Role 1 order,Sue,16,220,225,4,"[0.0, 1.0, 0.0, 0.25, 0.0]",1.0,8,['Place Order'],"{'item_32_0', 'item_32_1'}",{},{}
item_32_0,Select,2026-01-01 10:42:44,2026-01-01 10:42:44,2026-01-01 10:43:44,Role 1 item,Pete,227,227,227,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_32'},{'Price': 89},{}
item_32_1,Select,2026-01-01 10:42:44,2026-01-01 10:42:44,2026-01-01 10:43:44,Role 1 item,Sue,227,227,227,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_32'},{'Price': 784},{}
item_32_0,Pick Item,2026-01-01 10:43:44,2026-01-01 10:43:44,2026-01-01 10:45:15,Role 2 item,Sue,227,227,227,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_32'},{'Price': 89},{}
item_85_1,Pick Item,2026-01-01 10:40:38,2026-01-01 10:40:38,2026-01-01 10:45:20,Role 2 item,Denise,225,225,227,3,"[0.0, 1.0, 0.0, 0.0, 0.75]",0.75,0,"['Select', 'Pick Item']",{'order_85'},{'Price': 665},{}
item_85_0,Pick Item,2026-01-01 10:40:38,2026-01-01 10:40:38,2026-01-01 10:45:59,Role 2 item,Bob,225,225,227,3,"[0.0, 1.0, 0.0, 0.0, 0.75]",0.75,0,"['Select', 'Pick Item']",{'order_85'},{'Price': 849},{}
item_32_1,Pick Item,2026-01-01 10:43:44,2026-01-01 10:43:44,2026-01-01 10:49:50,Role 2 item,Alice,227,227,227,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_32'},{'Price': 784},{}
order_142,Place Order,2026-01-01 09:13:55,2026-01-01 10:33:33,2026-01-01 11:00:52,Role 1 order,Dylan,17,221,227,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,9,['Place Order'],"{'item_142_0', 'item_142_1'}",{},{}
item_142_0,Select,2026-01-01 11:00:52,2026-01-01 11:00:52,2026-01-01 11:01:52,Role 1 item,Max,229,229,229,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_142'},{'Price': 311},{}
item_142_1,Select,2026-01-01 11:00:52,2026-01-01 11:00:52,2026-01-01 11:01:52,Role 1 item,Sara,229,229,229,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_142'},{'Price': 871},{}
item_142_1,Pick Item,2026-01-01 11:01:52,2026-01-01 11:01:52,2026-01-01 11:05:42,Role 2 item,Denise,229,229,229,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_142'},{'Price': 871},{}
item_142_0,Pick Item,2026-01-01 11:01:52,2026-01-01 11:01:52,2026-01-01 11:05:51,Role 2 item,Sue,229,229,229,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_142'},{'Price': 311},{}
order_18,Place Order,2026-01-01 09:14:37,2026-01-01 10:39:38,2026-01-01 11:06:02,Role 1 order,Francy,19,225,229,4,"[0.0, 1.0, 0.0, 0.0, 0.25]",1.0,11,['Place Order'],"{'item_18_1', 'item_18_0'}",{},{}
order_5,Place Order,2026-01-01 09:14:05,2026-01-01 10:37:07,2026-01-01 11:06:34,Role 1 order,Pete,18,223,231,4,"[0.0, 1.0, 0.0, 0.0, 0.5]",1.0,9,['Place Order'],"{'item_5_0', 'item_5_1'}",{},{}
item_18_0,Select,2026-01-01 11:06:02,2026-01-01 11:06:02,2026-01-01 11:07:02,Role 1 item,Pete,231,231,233,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_18'},{'Price': 294},{}
item_18_1,Select,2026-01-01 11:06:02,2026-01-01 11:06:02,2026-01-01 11:07:02,Role 1 item,Sue,231,231,233,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_18'},{'Price': 577},{}
item_5_0,Select,2026-01-01 11:06:34,2026-01-01 11:06:34,2026-01-01 11:07:34,Role 1 item,Max,233,233,233,4,"[0.0, 1.0, 0.0, 1.0, 0.0]",1.0,0,['Select'],{'order_5'},{'Price': 421},{}
item_5_1,Select,2026-01-01 11:06:34,2026-01-01 11:06:34,2026-01-01 11:07:34,Role 1 item,Sara,233,233,233,4,"[0.0, 1.0, 0.0, 1.0, 0.0]",1.0,0,['Select'],{'order_5'},{'Price': 284},{}
order_127,Place Order,2026-01-01 09:14:38,2026-01-01 10:42:44,2026-01-01 11:10:53,Role 1 order,Sue,20,227,233,4,"[0.0, 1.0, 0.0, 0.0, 0.5]",1.0,11,['Place Order'],"{'item_127_0', 'item_127_1'}",{},{}
item_18_0,Pick Item,2026-01-01 11:07:02,2026-01-01 11:07:02,2026-01-01 11:11:06,Role 2 item,Bob,233,233,235,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_18'},{'Price': 294},{}
item_127_0,Select,2026-01-01 11:10:53,2026-01-01 11:10:53,2026-01-01 11:11:53,Role 1 item,Pete,235,235,235,2,"[0.0, 1.0, 0.0, 0.5, 1.0]",0.5,0,['Select'],{'order_127'},{'Price': 468},{}
item_127_1,Select,2026-01-01 11:10:53,2026-01-01 11:10:53,2026-01-01 11:11:53,Role 1 item,Sue,235,235,235,2,"[0.0, 1.0, 0.0, 0.5, 1.0]",0.5,0,['Select'],{'order_127'},{'Price': 753},{}
item_5_1,Pick Item,2026-01-01 11:07:34,2026-01-01 11:07:34,2026-01-01 11:12:23,Role 2 item,Sue,233,233,235,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_5'},{'Price': 284},{}
item_18_1,Pick Item,2026-01-01 11:07:02,2026-01-01 11:07:02,2026-01-01 11:12:32,Role 2 item,Alice,233,233,235,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_18'},{'Price': 577},{}
item_5_0,Pick Item,2026-01-01 11:07:34,2026-01-01 11:07:34,2026-01-01 11:15:34,Role 2 item,Denise,233,233,235,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_5'},{'Price': 421},{}
item_127_1,Pick Item,2026-01-01 11:11:53,2026-01-01 11:12:23,2026-01-01 11:15:37,Role 2 item,Sue,235,235,235,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_127'},{'Price': 753},{}
item_127_0,Pick Item,2026-01-01 11:11:53,2026-01-01 11:11:53,2026-01-01 11:17:46,Role 2 item,Bob,235,235,235,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_127'},{'Price': 468},{}
order_83,Place Order,2026-01-01 09:15:04,2026-01-01 11:06:02,2026-01-01 11:33:42,Role 1 order,Francy,22,231,235,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,13,['Place Order'],"{'item_83_0', 'item_83_1'}",{},{}
item_83_0,Select,2026-01-01 11:33:42,2026-01-01 11:33:42,2026-01-01 11:34:42,Role 1 item,Max,237,237,237,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_83'},{'Price': 753},{}
item_83_1,Select,2026-01-01 11:33:42,2026-01-01 11:33:42,2026-01-01 11:34:42,Role 1 item,Sara,237,237,237,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_83'},{'Price': 695},{}
order_154,Place Order,2026-01-01 09:15:00,2026-01-01 11:00:52,2026-01-01 11:35:38,Role 1 order,Dylan,21,229,237,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,13,['Place Order'],"{'item_154_0', 'item_154_1'}",{},{}
item_154_0,Select,2026-01-01 11:35:38,2026-01-01 11:35:38,2026-01-01 11:36:38,Role 1 item,Pete,239,239,239,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_154'},{'Price': 268},{}
item_154_1,Select,2026-01-01 11:35:38,2026-01-01 11:35:38,2026-01-01 11:36:38,Role 1 item,Sue,239,239,239,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_154'},{'Price': 950},{}
item_83_0,Pick Item,2026-01-01 11:34:42,2026-01-01 11:34:42,2026-01-01 11:37:35,Role 2 item,Alice,237,237,239,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_83'},{'Price': 753},{}
item_83_1,Pick Item,2026-01-01 11:34:42,2026-01-01 11:34:42,2026-01-01 11:38:56,Role 2 item,Denise,237,237,239,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_83'},{'Price': 695},{}
item_154_0,Pick Item,2026-01-01 11:36:38,2026-01-01 11:36:38,2026-01-01 11:41:59,Role 2 item,Sue,239,239,239,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_154'},{'Price': 268},{}
order_110,Place Order,2026-01-01 09:15:11,2026-01-01 11:10:53,2026-01-01 11:42:49,Role 1 order,Sue,24,235,239,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,14,['Place Order'],"{'item_110_0', 'item_110_1'}",{},{}
item_154_1,Pick Item,2026-01-01 11:36:38,2026-01-01 11:36:38,2026-01-01 11:43:07,Role 2 item,Bob,239,239,241,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_154'},{'Price': 950},{}
item_110_0,Select,2026-01-01 11:42:49,2026-01-01 11:42:49,2026-01-01 11:43:49,Role 1 item,Max,241,241,241,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_110'},{'Price': 378},{}
item_110_1,Select,2026-01-01 11:42:49,2026-01-01 11:42:49,2026-01-01 11:43:49,Role 1 item,Sara,241,241,241,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_110'},{'Price': 407},{}
order_0,Place Order,2026-01-01 09:15:10,2026-01-01 11:06:34,2026-01-01 11:48:26,Role 1 order,Pete,23,233,241,4,"[0.0, 1.0, 0.0, 0.5, 0.0]",1.0,13,['Place Order'],"{'item_0_0', 'item_0_1'}",{},{}
item_110_0,Pick Item,2026-01-01 11:43:49,2026-01-01 11:43:49,2026-01-01 11:48:39,Role 2 item,Alice,241,241,243,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_110'},{'Price': 378},{}
item_0_0,Select,2026-01-01 11:48:26,2026-01-01 11:48:26,2026-01-01 11:49:26,Role 1 item,Pete,243,243,243,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_0'},{'Price': 445},{}
item_0_1,Select,2026-01-01 11:48:26,2026-01-01 11:48:26,2026-01-01 11:49:26,Role 1 item,Sue,243,243,243,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_0'},{'Price': 591},{}
item_0_0,Remove Item,2026-01-01 11:49:26,2026-01-01 11:49:26,2026-01-01 11:52:48,Role 1 item,Max,243,243,243,1,"[0.0, 1.0, 0.0, 0.25, 0.5]",0.25,0,"['Select', 'Remove Item']",{'order_0'},{'Price': 445},{}
item_110_1,Pick Item,2026-01-01 11:43:49,2026-01-01 11:43:49,2026-01-01 11:53:27,Role 2 item,Denise,241,241,242,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_110'},{'Price': 407},{}
