obj_id,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,relationships,attribute_object,attribute_event
order_59,Place Order,2026-01-01 09:11:51,2026-01-01 09:29:46,2026-01-01 09:45:38,Role 1 order,Francy,9,83,157,4,"[0.0, 1.0, 0.0, 0.0, 0.25]",1.0,0,['Place Order'],"{'item_59_1', 'item_59_0'}",{},{}
order_52,Place Order,2026-01-01 09:10:01,2026-01-01 09:10:11,2026-01-01 09:46:28,Role 1 order,Pete,4,4,165,1,"[1.0, 0.25, 0.0, 0.0, 0.0]",0.25,0,['Place Order'],"{'item_52_1', 'item_52_0'}",{},{}
item_59_0,Select,2026-01-01 09:45:38,2026-01-01 09:45:38,2026-01-01 09:46:38,Role 1 item,Sue,159,159,170,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_59'},{'Price': 764},{}
item_59_1,Select,2026-01-01 09:45:38,2026-01-01 09:45:38,2026-01-01 09:46:38,Role 1 item,Max,159,159,170,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_59'},{'Price': 966},{}
item_52_0,Select,2026-01-01 09:46:28,2026-01-01 09:46:28,2026-01-01 09:47:28,Role 1 item,Sara,167,167,174,4,"[0.0, 1.0, 0.0, 1.0, 0.5]",1.0,0,['Select'],{'order_52'},{'Price': 852},{}
item_52_1,Select,2026-01-01 09:46:28,2026-01-01 09:46:28,2026-01-01 09:47:28,Role 1 item,Pete,167,167,174,4,"[0.0, 1.0, 0.0, 1.0, 0.5]",1.0,0,['Select'],{'order_52'},{'Price': 935},{}
item_59_0,Pick Item,2026-01-01 09:46:38,2026-01-01 09:46:38,2026-01-01 09:50:01,Role 2 item,Sue,170,170,180,4,"[0.0, 1.0, 0.0, 0.5, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_59'},{'Price': 764},{}
item_87_0,Pick Item,2026-01-01 09:44:54,2026-01-01 09:44:54,2026-01-01 09:50:48,Role 2 item,Bob,156,156,181,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_87'},{'Price': 341},{}
item_59_1,Pick Item,2026-01-01 09:46:38,2026-01-01 09:46:38,2026-01-01 09:50:50,Role 2 item,Alice,170,170,181,4,"[0.0, 1.0, 0.0, 0.5, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_59'},{'Price': 966},{}
item_87_1,Pick Item,2026-01-01 09:44:54,2026-01-01 09:44:54,2026-01-01 09:51:41,Role 2 item,Denise,156,156,184,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_87'},{'Price': 62},{}
item_52_1,Pick Item,2026-01-01 09:47:28,2026-01-01 09:50:48,2026-01-01 09:55:35,Role 2 item,Bob,174,181,201,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_52'},{'Price': 935},{}
item_52_0,Pick Item,2026-01-01 09:47:28,2026-01-01 09:50:01,2026-01-01 09:56:46,Role 2 item,Sue,174,180,206,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_52'},{'Price': 852},{}
order_67,Place Order,2026-01-01 09:13:14,2026-01-01 09:46:28,2026-01-01 10:08:39,Role 1 order,Pete,13,167,214,4,"[0.0, 1.0, 0.0, 0.5, 0.5]",1.0,4,['Place Order'],"{'item_67_1', 'item_67_0'}",{},{}
item_67_0,Select,2026-01-01 10:08:39,2026-01-01 10:08:39,2026-01-01 10:09:39,Role 1 item,Sue,216,216,216,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_67'},{'Price': 552},{}
item_67_1,Select,2026-01-01 10:08:39,2026-01-01 10:08:39,2026-01-01 10:09:39,Role 1 item,Max,216,216,216,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_67'},{'Price': 675},{}
order_75,Place Order,2026-01-01 09:13:09,2026-01-01 09:45:38,2026-01-01 10:11:38,Role 1 order,Francy,12,159,216,4,"[0.0, 1.0, 0.0, 0.0, 0.5]",1.0,4,['Place Order'],"{'item_75_1', 'item_75_0'}",{},{}
item_75_0,Select,2026-01-01 10:11:38,2026-01-01 10:11:38,2026-01-01 10:12:38,Role 1 item,Sara,218,218,218,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_75'},{'Price': 516},{}
item_75_1,Select,2026-01-01 10:11:38,2026-01-01 10:11:38,2026-01-01 10:12:38,Role 1 item,Pete,218,218,218,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_75'},{'Price': 923},{}
item_67_1,Pick Item,2026-01-01 10:09:39,2026-01-01 10:09:39,2026-01-01 10:13:40,Role 2 item,Denise,216,216,218,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_67'},{'Price': 675},{}
order_110,Place Order,2026-01-01 09:12:31,2026-01-01 09:43:54,2026-01-01 10:15:03,Role 1 order,Sue,11,152,218,4,"[0.0, 1.0, 0.0, 0.25, 0.25]",1.0,3,['Place Order'],"{'item_110_1', 'item_110_0'}",{},{}
order_156,Place Order,2026-01-01 09:12:17,2026-01-01 09:39:43,2026-01-01 10:15:16,Role 1 order,Dylan,10,130,220,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,2,['Place Order'],"{'item_156_1', 'item_156_0'}",{},{}
item_110_0,Select,2026-01-01 10:15:03,2026-01-01 10:15:03,2026-01-01 10:16:03,Role 1 item,Sue,220,220,222,2,"[0.0, 1.0, 0.0, 0.5, 0.75]",0.5,0,['Select'],{'order_110'},{'Price': 325},{}
item_110_1,Select,2026-01-01 10:15:03,2026-01-01 10:15:03,2026-01-01 10:16:03,Role 1 item,Max,220,220,222,2,"[0.0, 1.0, 0.0, 0.5, 0.75]",0.5,0,['Select'],{'order_110'},{'Price': 607},{}
item_156_0,Select,2026-01-01 10:15:16,2026-01-01 10:15:16,2026-01-01 10:16:16,Role 1 item,Sara,222,222,222,4,"[0.0, 1.0, 0.0, 1.0, 0.75]",1.0,0,['Select'],{'order_156'},{'Price': 189},{}
item_156_1,Select,2026-01-01 10:15:16,2026-01-01 10:15:16,2026-01-01 10:16:16,Role 1 item,Pete,222,222,222,4,"[0.0, 1.0, 0.0, 1.0, 0.75]",1.0,0,['Select'],{'order_156'},{'Price': 197},{}
item_67_0,Pick Item,2026-01-01 10:09:39,2026-01-01 10:09:39,2026-01-01 10:16:19,Role 2 item,Alice,216,216,222,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_67'},{'Price': 552},{}
item_75_1,Pick Item,2026-01-01 10:12:38,2026-01-01 10:12:38,2026-01-01 10:18:04,Role 2 item,Sue,218,218,222,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_75'},{'Price': 923},{}
item_75_0,Pick Item,2026-01-01 10:12:38,2026-01-01 10:12:38,2026-01-01 10:18:20,Role 2 item,Bob,218,218,222,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_75'},{'Price': 516},{}
item_110_0,Remove Item,2026-01-01 10:16:03,2026-01-01 10:16:03,2026-01-01 10:19:24,Role 1 item,Sue,222,222,222,1,"[0.0, 1.0, 0.0, 0.75, 1.0]",0.75,0,"['Select', 'Remove Item']",{'order_110'},{'Price': 325},{}
item_110_1,Pick Item,2026-01-01 10:16:03,2026-01-01 10:16:03,2026-01-01 10:20:07,Role 2 item,Denise,222,222,221,4,"[0.0, 1.0, 0.0, 0.75, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_110'},{'Price': 607},{}
item_156_0,Pick Item,2026-01-01 10:16:16,2026-01-01 10:16:19,2026-01-01 10:22:16,Role 2 item,Alice,222,222,221,4,"[0.0, 1.0, 0.0, 0.25, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_156'},{'Price': 189},{}
item_156_1,Pick Item,2026-01-01 10:16:16,2026-01-01 10:18:04,2026-01-01 10:26:12,Role 2 item,Sue,222,222,221,4,"[0.0, 1.0, 0.0, 0.25, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_156'},{'Price': 197},{}
order_34,Place Order,2026-01-01 09:13:27,2026-01-01 10:11:38,2026-01-01 10:27:44,Role 1 order,Francy,15,218,221,4,"[0.0, 1.0, 0.0, 0.0, 0.5]",1.0,6,['Place Order'],"{'item_34_0', 'item_34_1'}",{},{}
item_34_0,Select,2026-01-01 10:27:44,2026-01-01 10:27:44,2026-01-01 10:28:44,Role 1 item,Max,223,223,223,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_34'},{'Price': 626},{}
item_34_1,Select,2026-01-01 10:27:44,2026-01-01 10:27:44,2026-01-01 10:28:44,Role 1 item,Sara,223,223,223,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_34'},{'Price': 549},{}
item_34_0,Pick Item,2026-01-01 10:28:44,2026-01-01 10:28:44,2026-01-01 10:33:18,Role 2 item,Bob,223,223,223,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_34'},{'Price': 626},{}
order_107,Place Order,2026-01-01 09:13:22,2026-01-01 10:08:39,2026-01-01 10:34:34,Role 1 order,Pete,14,216,223,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,5,['Place Order'],"{'item_107_1', 'item_107_0'}",{},{}
item_34_1,Pick Item,2026-01-01 10:28:44,2026-01-01 10:28:44,2026-01-01 10:34:48,Role 2 item,Denise,223,223,225,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_34'},{'Price': 549},{}
item_107_0,Select,2026-01-01 10:34:34,2026-01-01 10:34:34,2026-01-01 10:35:34,Role 1 item,Pete,225,225,225,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_107'},{'Price': 952},{}
item_107_1,Select,2026-01-01 10:34:34,2026-01-01 10:34:34,2026-01-01 10:35:34,Role 1 item,Sue,225,225,225,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_107'},{'Price': 399},{}
order_4,Place Order,2026-01-01 09:13:57,2026-01-01 10:15:16,2026-01-01 10:36:46,Role 1 order,Dylan,17,222,225,4,"[0.0, 1.0, 0.0, 0.5, 0.75]",1.0,8,['Place Order'],"{'item_4_0', 'item_4_1'}",{},{}
item_4_0,Select,2026-01-01 10:36:46,2026-01-01 10:36:46,2026-01-01 10:37:46,Role 1 item,Max,227,227,227,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_4'},{'Price': 564},{}
item_4_1,Select,2026-01-01 10:36:46,2026-01-01 10:36:46,2026-01-01 10:37:46,Role 1 item,Sara,227,227,227,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_4'},{'Price': 914},{}
item_107_1,Pick Item,2026-01-01 10:35:34,2026-01-01 10:35:34,2026-01-01 10:39:01,Role 2 item,Sue,225,225,227,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_107'},{'Price': 399},{}
item_107_0,Pick Item,2026-01-01 10:35:34,2026-01-01 10:35:34,2026-01-01 10:39:54,Role 2 item,Alice,225,225,227,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_107'},{'Price': 952},{}
item_4_1,Pick Item,2026-01-01 10:37:46,2026-01-01 10:37:46,2026-01-01 10:42:00,Role 2 item,Denise,227,227,227,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_4'},{'Price': 914},{}
item_4_0,Pick Item,2026-01-01 10:37:46,2026-01-01 10:37:46,2026-01-01 10:44:40,Role 2 item,Bob,227,227,227,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_4'},{'Price': 564},{}
order_77,Place Order,2026-01-01 09:13:55,2026-01-01 10:15:03,2026-01-01 10:45:32,Role 1 order,Sue,16,220,227,4,"[0.0, 1.0, 0.0, 0.0, 0.75]",1.0,8,['Place Order'],"{'item_77_1', 'item_77_0'}",{},{}
item_77_0,Select,2026-01-01 10:45:32,2026-01-01 10:45:32,2026-01-01 10:46:32,Role 1 item,Pete,229,229,229,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_77'},{'Price': 401},{}
item_77_1,Select,2026-01-01 10:45:32,2026-01-01 10:45:32,2026-01-01 10:46:32,Role 1 item,Sue,229,229,229,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_77'},{'Price': 626},{}
item_77_1,Remove Item,2026-01-01 10:46:32,2026-01-01 10:46:32,2026-01-01 10:50:29,Role 1 item,Max,229,229,229,1,"[0.0, 1.0, 0.0, 0.25, 0.25]",0.25,0,"['Select', 'Remove Item']",{'order_77'},{'Price': 626},{}
item_77_0,Pick Item,2026-01-01 10:46:32,2026-01-01 10:46:32,2026-01-01 10:51:22,Role 2 item,Sue,229,229,228,1,"[0.0, 1.0, 0.0, 0.25, 0.25]",0.25,0,"['Select', 'Pick Item']",{'order_77'},{'Price': 401},{}
order_167,Place Order,2026-01-01 09:14:14,2026-01-01 10:27:44,2026-01-01 10:56:00,Role 1 order,Francy,18,223,228,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,10,['Place Order'],"{'item_167_0', 'item_167_1'}",{},{}
item_167_0,Select,2026-01-01 10:56:00,2026-01-01 10:56:00,2026-01-01 10:57:00,Role 1 item,Sara,230,230,230,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_167'},{'Price': 554},{}
item_167_1,Select,2026-01-01 10:56:00,2026-01-01 10:56:00,2026-01-01 10:57:00,Role 1 item,Pete,230,230,230,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_167'},{'Price': 783},{}
item_167_0,Pick Item,2026-01-01 10:57:00,2026-01-01 10:57:00,2026-01-01 11:00:23,Role 2 item,Alice,230,230,230,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_167'},{'Price': 554},{}
order_93,Place Order,2026-01-01 09:14:15,2026-01-01 10:34:34,2026-01-01 11:00:38,Role 1 order,Pete,19,225,230,4,"[0.0, 1.0, 0.0, 0.0, 0.25]",1.0,10,['Place Order'],"{'item_93_0', 'item_93_1'}",{},{}
item_167_1,Pick Item,2026-01-01 10:57:00,2026-01-01 10:57:00,2026-01-01 11:01:33,Role 2 item,Denise,230,230,232,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_167'},{'Price': 783},{}
item_93_0,Select,2026-01-01 11:00:38,2026-01-01 11:00:38,2026-01-01 11:01:38,Role 1 item,Sue,232,232,232,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_93'},{'Price': 819},{}
item_93_1,Select,2026-01-01 11:00:38,2026-01-01 11:00:38,2026-01-01 11:01:38,Role 1 item,Max,232,232,232,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_93'},{'Price': 789},{}
item_93_1,Pick Item,2026-01-01 11:01:38,2026-01-01 11:01:38,2026-01-01 11:07:03,Role 2 item,Sue,232,232,232,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_93'},{'Price': 789},{}
order_19,Place Order,2026-01-01 09:14:24,2026-01-01 10:36:46,2026-01-01 11:08:24,Role 1 order,Dylan,20,227,232,4,"[0.0, 1.0, 0.0, 0.0, 0.5]",1.0,10,['Place Order'],"{'item_19_1', 'item_19_0'}",{},{}
item_93_0,Pick Item,2026-01-01 11:01:38,2026-01-01 11:01:38,2026-01-01 11:08:54,Role 2 item,Bob,232,232,234,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_93'},{'Price': 819},{}
item_19_0,Select,2026-01-01 11:08:24,2026-01-01 11:08:24,2026-01-01 11:09:24,Role 1 item,Sara,234,234,234,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_19'},{'Price': 704},{}
item_19_1,Select,2026-01-01 11:08:24,2026-01-01 11:08:24,2026-01-01 11:09:24,Role 1 item,Pete,234,234,234,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_19'},{'Price': 239},{}
order_30,Place Order,2026-01-01 09:14:36,2026-01-01 10:45:32,2026-01-01 11:12:18,Role 1 order,Sue,21,229,234,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,13,['Place Order'],"{'item_30_1', 'item_30_0'}",{},{}
item_30_0,Select,2026-01-01 11:12:18,2026-01-01 11:12:18,2026-01-01 11:13:18,Role 1 item,Sue,236,236,236,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_30'},{'Price': 104},{}
item_30_1,Select,2026-01-01 11:12:18,2026-01-01 11:12:18,2026-01-01 11:13:18,Role 1 item,Max,236,236,236,2,"[0.0, 1.0, 0.0, 0.5, 0.5]",0.5,0,['Select'],{'order_30'},{'Price': 764},{}
item_19_0,Pick Item,2026-01-01 11:09:24,2026-01-01 11:09:24,2026-01-01 11:14:25,Role 2 item,Alice,234,234,236,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_19'},{'Price': 704},{}
item_19_1,Pick Item,2026-01-01 11:09:24,2026-01-01 11:09:24,2026-01-01 11:16:04,Role 2 item,Denise,234,234,236,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_19'},{'Price': 239},{}
item_30_1,Pick Item,2026-01-01 11:13:18,2026-01-01 11:13:18,2026-01-01 11:17:05,Role 2 item,Bob,236,236,236,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_30'},{'Price': 764},{}
item_30_0,Pick Item,2026-01-01 11:13:18,2026-01-01 11:13:18,2026-01-01 11:21:09,Role 2 item,Sue,236,236,236,4,"[0.0, 1.0, 0.0, 0.0, 1.0]",1.0,0,"['Select', 'Pick Item']",{'order_30'},{'Price': 104},{}
order_101,Place Order,2026-01-01 09:15:03,2026-01-01 10:56:00,2026-01-01 11:35:25,Role 1 order,Francy,22,230,236,4,"[0.0, 1.0, 0.0, 0.0, 0.0]",1.0,14,['Place Order'],"{'item_101_0', 'item_101_1'}",{},{}
item_101_0,Select,2026-01-01 11:35:25,2026-01-01 11:35:25,2026-01-01 11:36:25,Role 1 item,Sara,238,238,238,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_101'},{'Price': 625},{}
item_101_1,Select,2026-01-01 11:35:25,2026-01-01 11:35:25,2026-01-01 11:36:25,Role 1 item,Pete,238,238,238,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_101'},{'Price': 795},{}
item_101_0,Pick Item,2026-01-01 11:36:25,2026-01-01 11:36:25,2026-01-01 11:40:40,Role 2 item,Alice,238,238,238,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_101'},{'Price': 625},{}
order_195,Place Order,2026-01-01 09:15:17,2026-01-01 11:00:38,2026-01-01 11:43:05,Role 1 order,Pete,23,232,238,4,"[0.0, 1.0, 0.0, 0.0, 0.25]",1.0,15,['Place Order'],"{'item_195_1', 'item_195_0'}",{},{}
item_101_1,Pick Item,2026-01-01 11:36:25,2026-01-01 11:36:25,2026-01-01 11:43:42,Role 2 item,Denise,238,238,240,2,"[0.0, 1.0, 0.0, 0.0, 0.5]",0.5,0,"['Select', 'Pick Item']",{'order_101'},{'Price': 795},{}
item_195_0,Select,2026-01-01 11:43:05,2026-01-01 11:43:05,2026-01-01 11:44:05,Role 1 item,Sue,240,240,240,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_195'},{'Price': 262},{}
item_195_1,Select,2026-01-01 11:43:05,2026-01-01 11:43:05,2026-01-01 11:44:05,Role 1 item,Max,240,240,240,2,"[0.0, 1.0, 0.0, 0.5, 0.25]",0.5,0,['Select'],{'order_195'},{'Price': 952},{}
item_195_0,Remove Item,2026-01-01 11:44:05,2026-01-01 11:44:05,2026-01-01 11:48:10,Role 1 item,Sara,240,240,240,1,"[0.0, 1.0, 0.0, 0.25, 0.25]",0.25,0,"['Select', 'Remove Item']",{'order_195'},{'Price': 262},{}
item_195_1,Pick Item,2026-01-01 11:44:05,2026-01-01 11:44:05,2026-01-01 11:48:25,Role 2 item,Bob,240,240,239,1,"[0.0, 1.0, 0.0, 0.25, 0.25]",0.25,0,"['Select', 'Pick Item']",{'order_195'},{'Price': 952},{}
order_10,Place Order,2026-01-01 09:15:55,2026-01-01 11:12:18,2026-01-01 11:49:29,Role 1 order,Sue,25,236,239,4,"[0.0, 1.0, 0.0, 0.0, 0.5]",1.0,17,['Place Order'],"{'item_10_1', 'item_10_0'}",{},{}
item_10_0,Select,2026-01-01 11:49:29,2026-01-01 11:49:29,2026-01-01 11:50:29,Role 1 item,Pete,241,241,241,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_10'},{'Price': 516},{}
item_10_1,Select,2026-01-01 11:49:29,2026-01-01 11:49:29,2026-01-01 11:50:29,Role 1 item,Sue,241,241,241,2,"[0.0, 1.0, 0.0, 0.5, 0.0]",0.5,0,['Select'],{'order_10'},{'Price': 376},{}
order_45,Place Order,2026-01-01 09:15:44,2026-01-01 11:08:24,2026-01-01 11:50:55,Role 1 order,Dylan,24,234,241,4,"[0.0, 1.0, 0.0, 0.0, 0.25]",1.0,16,['Place Order'],"{'item_45_0', 'item_45_1'}",{},{}
